               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   8,            0.024546,            0.050518,           0.0011836,             0.88635,             0.81012,             0.87761,             0.63489,            0.019688,            0.062267,          0.00098522,           0.0099728,           0.0099728,           0.0099728
